trade_date,open,high,low,close
20200817,3380.86,3387.59,3379.22,3381.99
20200818,3387.04,3395.06,3370.15,3389.78
20200819,3392.51,3399.54,3369.66,3374.85
20200820,3360.48,3390.8,3354.69,3385.51
20200821,3386.01,3399.96,3379.31,3397.16
20200824,3418.09,3432.09,3413.13,3431.28
20200825,3435.95,3444.21,3425.84,3443.62
20200826,3449.97,3481.07,3444.15,3478.73
20200827,3485.14,3501.38,3468.35,3484.55
20200828,3494.69,3509.23,3484.32,3508.01
20200831,3509.73,3514.77,3493.25,3500.31
20200901,3507.44,3528.03,3494.6,3526.65
20200902,3543.76,3588.11,3535.23,3580.84
20200903,3564.74,3564.85,3427.41,3455.06
20200904,3453.6,3479.15,3349.63,3426.96
20200908,3371.88,3379.97,3329.27,3331.84
20200909,3369.82,3424.77,3366.84,3398.96
20200910,3412.56,3425.55,3329.25,3339.19
20200911,3352.7,3368.95,3310.47,3340.97
20200914,3363.56,3402.93,3363.56,3383.54
20200915,3407.73,3419.48,3389.25,3401.2
20200916,3411.23,3428.92,3384.45,3385.49
20200917,3346.86,3375.17,3328.82,3357.01
20200918,3357.38,3362.27,3292.4,3319.47
20200921,3285.57,3285.57,3229.1,3281.06
20200922,3295.75,3320.31,3270.95,3315.57
20200923,3320.11,3323.35,3232.57,3236.92
20200924,3226.14,3278.7,3209.45,3246.59
20200925,3236.66,3306.88,3228.44,3298.46
20200928,3333.9,3360.74,3332.91,3351.6
20200929,3350.92,3357.92,3327.54,3335.47
20200930,3341.21,3393.56,3340.47,3363.0
20201001,3385.87,3397.18,3361.39,3380.8
20201002,3338.94,3369.1,3323.69,3348.44
20201005,3367.27,3409.57,3367.27,3408.63
20201006,3408.74,3431.56,3354.54,3360.95
20201007,3384.56,3426.26,3384.56,3419.45
20201008,3434.28,3447.28,3428.15,3446.83
20201009,3459.67,3482.34,3458.07,3477.13
20201012,3500.02,3549.85,3499.61,3534.22
20201013,3534.01,3534.01,3500.86,3511.93
20201014,3515.47,3527.94,3480.55,3488.67
20201015,3453.72,3489.08,3440.89,3483.34
20201016,3493.5,3515.76,3480.45,3483.81
20201019,3493.66,3502.42,3419.93,3426.92
20201020,3439.38,3476.93,3435.65,3443.12
20201021,3439.91,3464.86,3433.06,3435.56
20201022,3438.5,3460.53,3415.34,3453.49
20201023,3464.9,3466.46,3440.45,3465.39
20201026,3441.42,3441.42,3364.86,3400.97
20201027,3403.15,3409.51,3388.71,3390.68
20201028,3342.48,3342.48,3268.89,3271.03
20201029,3277.17,3341.05,3259.82,3310.11
20201030,3293.59,3304.93,3233.94,3269.96
20201102,3296.2,3330.14,3279.74,3310.24
20201103,3336.25,3389.49,3336.25,3369.16
20201104,3406.46,3486.25,3405.17,3443.44
20201105,3485.74,3529.05,3485.74,3510.45
20201106,3508.34,3521.58,3484.34,3509.44
20201109,3583.04,3645.99,3547.48,3550.5
20201110,3543.26,3557.22,3511.91,3545.53
20201111,3563.22,3581.16,3557.0,3572.66
20201112,3562.67,3569.02,3518.58,3537.01
20201113,3552.57,3593.66,3552.57,3585.15
20201116,3600.16,3628.51,3600.16,3626.91
20201117,3610.31,3623.11,3588.68,3609.53
20201118,3612.09,3619.09,3567.33,3567.79
20201119,3559.41,3585.22,3543.84,3581.87
20201120,3579.31,3581.23,3556.85,3557.54
20201123,3566.82,3589.81,3552.77,3577.59
20201124,3594.52,3642.31,3594.52,3635.41
20201125,3635.5,3635.5,3617.76,3629.65
20201127,3638.55,3644.31,3629.33,3638.35
20201130,3634.18,3634.18,3594.39,3621.63
20201201,3645.87,3678.45,3645.87,3662.45
20201202,3653.78,3670.96,3644.84,3669.01
20201203,3668.28,3682.73,3657.17,3666.72
20201204,3670.94,3699.2,3670.94,3699.12
20201207,3694.73,3697.41,3678.88,3691.96
20201208,3683.05,3708.45,3678.83,3702.25
20201209,3705.98,3712.39,3660.54,3672.82
20201210,3659.13,3678.49,3645.18,3668.1
20201211,3656.08,3665.91,3633.4,3663.46
20201214,3675.27,3697.61,3645.84,3647.49
20201215,3666.41,3695.29,3659.62,3694.62
20201216,3696.25,3711.27,3688.57,3701.17
20201217,3713.65,3725.12,3710.87,3722.48
20201218,3722.39,3726.7,3685.84,3709.41
20201221,3684.28,3702.9,3636.48,3694.92
20201222,3698.08,3698.26,3676.16,3687.26
20201223,3693.42,3711.24,3689.28,3690.01
20201224,3694.03,3703.82,3689.32,3703.06
20201228,3723.03,3740.51,3723.03,3735.36
20201229,3750.01,3756.12,3723.31,3727.04
20201230,3736.19,3744.63,3730.21,3732.04
20201231,3733.27,3760.2,3726.88,3756.07
20210104,3764.61,3769.99,3662.71,3700.65
20210105,3698.02,3737.83,3695.07,3726.86
20210106,3712.2,3783.04,3705.34,3748.14
20210107,3764.71,3811.55,3764.71,3803.79
20210108,3815.05,3826.69,3783.6,3824.68
20210111,3803.14,3817.86,3789.02,3799.61
20210112,3801.62,3810.78,3776.51,3801.19
20210113,3802.23,3820.96,3791.5,3809.84
20210114,3814.98,3823.6,3792.86,3795.54
20210115,3788.73,3788.73,3749.62,3768.25
20210119,3781.88,3804.53,3780.37,3798.91
20210120,3816.22,3859.75,3816.22,3851.85
20210121,3857.46,3861.45,3845.05,3853.07
20210122,3844.24,3852.31,3830.41,3841.47
20210125,3851.68,3859.23,3797.16,3855.36
20210126,3862.96,3870.9,3847.78,3849.62
20210127,3836.83,3836.83,3732.48,3750.77
20210128,3755.75,3830.5,3755.75,3787.38
20210129,3778.05,3778.05,3694.12,3714.24
20210201,3731.17,3784.32,3725.62,3773.86
20210202,3791.84,3843.09,3791.84,3826.31
20210203,3840.27,3847.51,3816.68,3830.17
20210204,3836.66,3872.42,3836.66,3871.74
20210205,3878.3,3894.56,3874.93,3886.83
20210208,3892.59,3915.77,3892.59,3915.59
20210209,3910.49,3918.35,3902.64,3911.23
20210210,3920.78,3931.5,3884.94,3909.88
20210211,3916.4,3925.99,3890.39,3916.38
20210212,3911.65,3937.23,3905.78,3934.83
20210216,3939.61,3950.43,3923.85,3932.59
20210217,3918.5,3933.61,3900.43,3931.33
20210218,3915.86,3921.98,3885.03,3913.97
20210219,3921.16,3930.41,3903.07,3906.71
20210222,3885.55,3902.92,3874.71,3876.5
20210223,3857.07,3895.98,3805.59,3881.37
20210224,3873.71,3928.65,3859.6,3925.43
20210225,3915.8,3925.02,3814.04,3829.34
20210226,3839.66,3861.08,3789.54,3811.15
20210301,3842.51,3914.5,3842.51,3901.82
20210302,3903.64,3906.41,3868.57,3870.29
20210303,3863.99,3874.47,3818.86,3819.72
20210304,3818.53,3843.67,3723.34,3768.47
20210305,3793.58,3851.69,3730.19,3841.94
20210308,3844.39,3881.06,3819.25,3821.35
20210309,3851.93,3903.76,3851.93,3875.44
20210310,3891.99,3917.35,3885.73,3898.81
20210311,3915.54,3960.27,3915.54,3939.34
20210312,3924.52,3944.99,3915.21,3943.34
20210315,3942.96,3970.08,3923.54,3968.94
20210316,3973.59,3981.04,3953.44,3962.71
20210317,3949.57,3983.87,3935.74,3974.12
20210318,3953.5,3969.62,3910.86,3915.46
20210319,3913.14,3930.12,3886.75,3913.1
20210322,3916.48,3955.31,3914.16,3940.59
20210323,3937.6,3949.13,3901.57,3910.52
20210324,3919.93,3942.08,3889.07,3889.14
20210325,3879.34,3919.54,3853.5,3909.52
20210326,3917.12,3978.19,3917.12,3974.54
20210329,3969.31,3981.83,3943.25,3971.09
20210330,3963.34,3968.01,3944.35,3958.55
20210331,3967.25,3994.41,3966.98,3972.89
20210401,3992.78,4020.63,3992.78,4019.87
20210405,4034.44,4083.42,4034.44,4077.91
20210406,4075.57,4086.23,4068.14,4073.94
20210407,4074.29,4083.13,4068.31,4079.95
20210408,4089.95,4098.19,4082.54,4097.17
20210409,4096.11,4129.48,4095.51,4128.8
20210412,4124.71,4131.76,4114.82,4127.99
20210413,4130.1,4148.0,4124.43,4141.59
20210414,4141.58,4151.69,4120.87,4124.66
20210415,4139.76,4173.49,4139.76,4170.42
20210416,4174.14,4191.31,4170.75,4185.47
20210419,4179.8,4180.81,4150.47,4163.26
20210420,4159.18,4159.18,4118.38,4134.94
20210421,4128.42,4175.02,4126.35,4173.42
20210422,4170.46,4179.57,4123.69,4134.98
20210423,4138.78,4194.17,4138.78,4180.17
20210426,4185.03,4194.19,4182.36,4187.62
20210427,4188.25,4193.35,4176.22,4186.72
20210428,4185.14,4201.53,4181.78,4183.18
20210429,4206.14,4218.78,4176.81,4211.47
20210430,4198.1,4198.1,4174.85,4181.17
20210503,4191.98,4209.39,4188.03,4192.66
20210504,4179.04,4179.04,4128.59,4164.66
20210505,4177.06,4187.72,4160.94,4167.59
20210506,4169.14,4202.7,4147.33,4201.62
20210507,4210.34,4238.04,4201.64,4232.6
20210510,4228.29,4236.39,4188.13,4188.43
20210511,4150.34,4162.04,4111.53,4152.1
20210512,4130.55,4134.73,4056.88,4063.04
20210513,4074.99,4131.58,4074.99,4112.5
20210514,4129.58,4183.13,4129.58,4173.85
20210517,4169.92,4171.92,4142.69,4163.29
20210518,4165.94,4169.15,4125.99,4127.83
20210519,4098.45,4116.93,4061.41,4115.68
20210520,4121.97,4172.8,4121.97,4159.12
20210521,4168.61,4188.72,4151.72,4155.86
20210524,4170.16,4209.52,4170.16,4197.05
20210525,4205.94,4213.42,4182.52,4188.13
20210526,4191.59,4202.61,4184.11,4195.99
20210527,4201.94,4213.38,4197.78,4200.88
20210528,4210.77,4218.36,4203.57,4204.11
20210601,4216.52,4234.12,4197.59,4202.04
20210602,4206.82,4217.37,4198.27,4208.12
20210603,4191.43,4204.39,4167.93,4192.85
20210604,4206.05,4233.45,4206.05,4229.89
20210607,4229.34,4232.34,4215.66,4226.52
20210608,4233.81,4236.74,4208.41,4227.26
20210609,4232.99,4237.09,4218.74,4219.55
20210610,4228.56,4249.74,4220.34,4239.18
20210611,4242.9,4248.38,4232.25,4247.44
20210614,4248.31,4255.59,4234.07,4255.15
20210615,4255.28,4257.16,4238.35,4246.59
20210616,4248.87,4251.89,4202.45,4223.7
20210617,4220.37,4232.29,4196.05,4221.86
20210618,4204.78,4204.78,4164.4,4166.45
20210621,4173.4,4226.24,4173.4,4224.79
20210622,4224.61,4255.84,4217.27,4246.44
20210623,4249.27,4256.6,4241.43,4241.84
20210624,4256.97,4271.28,4256.97,4266.49
20210625,4274.45,4286.12,4271.16,4280.7
20210628,4284.9,4292.14,4274.67,4290.61
20210629,4293.21,4300.52,4287.04,4291.8
20210630,4290.65,4302.43,4287.96,4297.5
20210701,4300.73,4320.66,4300.73,4319.94
20210702,4326.6,4355.43,4326.6,4352.34
20210706,4356.46,4356.46,4314.37,4343.54
20210707,4351.01,4361.88,4329.79,4358.13
20210708,4321.07,4330.88,4289.37,4320.82
20210709,4329.38,4371.6,4329.38,4369.55
20210712,4372.41,4386.68,4364.03,4384.63
20210713,4381.07,4392.37,4366.92,4369.21
20210714,4380.11,4393.68,4362.36,4374.3
20210715,4369.02,4369.02,4340.7,4360.03
20210716,4367.43,4375.09,4322.53,4327.16
20210719,4296.4,4296.4,4233.13,4258.49
20210720,4265.11,4336.84,4262.05,4323.06
20210721,4331.13,4359.7,4331.13,4358.69
20210722,4361.27,4369.87,4350.06,4367.48
20210723,4381.2,4415.18,4381.2,4411.79
20210726,4409.58,4422.73,4405.45,4422.3
20210727,4416.38,4416.38,4372.51,4401.46
20210728,4402.95,4415.47,4387.01,4400.64
20210729,4403.59,4429.97,4403.59,4419.15
20210730,4395.12,4412.25,4389.65,4395.26
20210802,4406.86,4422.18,4384.81,4387.16
20210803,4392.74,4423.79,4373.0,4423.15
20210804,4415.95,4416.17,4400.23,4402.66
20210805,4408.86,4429.76,4408.86,4429.1
20210806,4429.07,4440.82,4429.07,4436.52
20210809,4437.77,4439.39,4424.74,4432.35
20210810,4435.79,4445.21,4430.03,4436.75
20210811,4442.18,4449.44,4436.42,4447.7
20210812,4446.08,4461.77,4435.96,4460.83
20210813,4464.84,4468.37,4460.82,4468.0
20210816,4461.65,4480.26,4437.66,4479.71
20210817,4462.12,4462.12,4417.83,4448.08
20210818,4440.94,4454.32,4397.59,4400.27
20210819,4382.44,4418.61,4367.73,4405.8
20210820,4410.56,4444.35,4406.8,4441.67
20210823,4450.29,4489.88,4450.29,4479.53
20210824,4484.4,4492.81,4482.28,4486.23
20210825,4490.45,4501.71,4485.66,4496.19
20210826,4493.75,4495.9,4468.99,4470.0
20210827,4474.1,4513.33,4474.1,4509.37
20210830,4513.76,4537.36,4513.76,4528.79
20210831,4529.75,4531.39,4515.8,4522.68
20210901,4528.8,4537.11,4522.02,4524.09
20210902,4534.48,4545.85,4524.66,4536.95
20210903,4532.42,4541.45,4521.3,4535.43
20210907,4535.38,4535.38,4513.0,4520.03
20210908,4518.09,4521.79,4493.95,4514.07
20210909,4513.02,4529.9,4492.07,4493.28
20210910,4506.92,4520.47,4457.66,4458.58
20210913,4474.81,4492.99,4445.7,4468.73
20210914,4479.33,4485.68,4435.46,4443.05
20210915,4447.49,4486.87,4438.37,4480.7
20210916,4477.09,4485.87,4443.8,4473.75
20210917,4469.74,4471.52,4427.76,4432.99
20210920,4402.95,4402.95,4305.91,4357.73
20210921,4374.45,4394.87,4347.96,4354.19
20210922,4367.43,4416.75,4367.43,4395.64
20210923,4406.75,4465.4,4406.75,4448.98
20210924,4438.04,4463.12,4430.27,4455.48
20210927,4442.12,4457.3,4436.19,4443.11
20210928,4419.54,4419.54,4346.33,4352.63
20210929,4362.41,4385.57,4355.08,4359.46
20210930,4370.67,4382.55,4306.24,4307.54
20211001,4317.16,4375.19,4288.52,4357.04
20211004,4348.84,4355.51,4278.94,4300.46
20211005,4309.87,4369.23,4309.87,4345.72
20211006,4319.57,4365.57,4290.49,4363.55
20211007,4383.73,4429.97,4383.73,4399.76
20211008,4406.51,4412.02,4386.22,4391.34
20211011,4385.44,4415.88,4360.59,4361.19
20211012,4368.31,4374.89,4342.09,4350.65
20211013,4358.01,4372.87,4329.92,4363.8
20211014,4386.75,4439.73,4386.75,4438.26
20211015,4447.69,4475.82,4447.69,4471.37
20211018,4463.72,4488.75,4447.47,4486.46
20211019,4497.34,4520.4,4496.41,4519.63
20211020,4524.42,4540.87,4524.4,4536.19
20211021,4532.24,4551.44,4526.89,4549.78
20211022,4546.12,4559.67,4524.0,4544.9
20211025,4553.69,4572.62,4537.36,4566.48
20211026,4578.69,4598.53,4569.17,4574.79
20211027,4580.22,4584.57,4551.66,4551.68
20211028,4562.84,4597.55,4562.84,4596.42
20211029,4572.87,4608.08,4567.59,4605.38
20211101,4610.62,4620.34,4595.06,4613.67
20211102,4613.34,4635.15,4613.34,4630.65
20211103,4630.65,4663.46,4621.19,4660.57
20211104,4662.93,4683.0,4662.59,4680.06
20211105,4699.26,4718.5,4681.32,4697.53
20211108,4701.48,4714.92,4694.39,4701.7
20211109,4707.25,4708.53,4670.87,4685.25
20211110,4670.26,4684.85,4630.86,4646.71
20211111,4659.39,4664.55,4648.31,4649.27
20211112,4655.24,4688.47,4650.77,4682.85
20211115,4689.3,4697.42,4672.86,4682.8
20211116,4679.42,4714.95,4679.42,4700.9
20211117,4701.5,4701.5,4684.41,4688.67
20211118,4700.72,4708.8,4672.78,4704.54
20211119,4708.44,4717.75,4694.22,4697.96
20211122,4712.0,4743.83,4682.17,4682.94
20211123,4678.48,4699.39,4652.66,4690.7
20211124,4675.78,4702.87,4659.89,4701.46
20211126,4664.63,4664.63,4585.43,4594.62
20211129,4628.75,4672.95,4625.26,4655.27
20211130,4640.25,4646.02,4560.0,4567.0
20211201,4602.82,4652.94,4510.27,4513.04
20211202,4504.73,4595.46,4504.73,4577.1
20211203,4589.49,4608.03,4495.12,4538.43
20211206,4548.37,4612.6,4540.51,4591.67
20211207,4631.97,4694.04,4631.97,4686.75
20211208,4690.86,4705.06,4674.52,4701.21
20211209,4691.0,4695.26,4665.98,4667.45
20211210,4687.64,4713.57,4670.24,4712.02
20211213,4710.3,4710.3,4667.6,4668.97
20211214,4642.99,4660.47,4606.52,4634.09
20211215,4636.46,4712.6,4611.22,4709.85
20211216,4719.13,4731.99,4651.89,4668.67
20211217,4652.5,4666.7,4600.22,4620.64
20211220,4587.9,4587.9,4531.1,4568.02
20211221,4594.96,4651.14,4583.16,4649.23
20211222,4650.36,4697.67,4645.53,4696.56
20211223,4703.96,4740.74,4703.96,4725.79
20211227,4733.99,4791.49,4733.99,4791.19
20211228,4795.49,4807.02,4780.04,4786.35
20211229,4788.64,4804.06,4778.08,4793.06
20211230,4794.23,4808.93,4775.33,4778.73
20211231,4775.21,4786.83,4765.75,4766.18
20220103,4778.14,4796.64,4758.17,4796.56
20220104,4804.51,4818.62,4774.27,4793.54
20220105,4787.99,4797.7,4699.44,4700.58
20220106,4693.39,4725.01,4671.26,4696.05
20220107,4697.66,4707.95,4662.74,4677.03
20220110,4655.34,4673.02,4582.24,4670.29
20220111,4669.14,4714.13,4638.27,4713.07
20220112,4728.59,4748.83,4706.71,4726.35
20220113,4733.56,4744.13,4650.29,4659.03
20220114,4637.99,4665.13,4614.75,4662.85
20220118,4632.24,4632.24,4568.7,4577.11
20220119,4588.03,4611.55,4530.2,4532.76
20220120,4547.35,4602.11,4477.95,4482.73
20220121,4471.38,4494.52,4395.34,4397.94
20220124,4356.32,4417.35,4222.62,4410.13
20220125,4366.64,4411.01,4287.11,4356.45
20220126,4408.43,4453.23,4304.8,4349.93
20220127,4380.58,4428.74,4309.5,4326.51
20220128,4336.19,4432.72,4292.46,4431.85
20220131,4431.79,4516.89,4414.02,4515.55
20220201,4519.57,4550.49,4483.53,4546.54
20220202,4566.39,4595.31,4544.32,4589.38
20220203,4535.41,4542.88,4470.39,4477.44
20220204,4482.79,4539.66,4451.5,4500.53
20220207,4505.75,4521.86,4471.47,4483.87
20220208,4480.02,4531.32,4465.4,4521.54
20220209,4547.0,4590.03,4547.0,4587.18
20220210,4553.24,4588.92,4484.31,4504.08
20220211,4506.27,4526.33,4401.41,4418.64
20220214,4412.61,4426.22,4364.84,4401.67
20220215,4429.28,4472.77,4429.28,4471.07
20220216,4455.75,4489.55,4429.68,4475.01
20220217,4456.06,4456.06,4373.81,4380.26
20220218,4384.57,4394.6,4327.22,4348.87
20220222,4332.74,4362.12,4267.11,4304.76
20220223,4324.93,4341.51,4221.51,4225.5
20220224,4155.77,4294.73,4114.65,4288.7
20220225,4298.38,4385.34,4286.83,4384.65
20220228,4354.17,4388.84,4315.12,4373.94
20220301,4363.14,4378.45,4279.54,4306.26
20220302,4322.56,4401.48,4322.56,4386.54
20220303,4401.31,4416.78,4345.56,4363.49
20220304,4342.12,4342.12,4284.98,4328.87
20220307,4327.01,4327.01,4199.85,4201.09
20220308,4202.66,4276.94,4157.87,4170.7
20220309,4223.1,4299.4,4223.1,4277.88
20220310,4252.55,4268.28,4209.8,4259.52
20220311,4279.5,4291.01,4200.49,4204.31
20220314,4202.75,4247.57,4161.72,4173.11
20220315,4188.82,4271.05,4187.9,4262.45
20220316,4288.14,4358.9,4251.99,4357.86
20220317,4345.11,4412.67,4335.65,4411.67
20220318,4407.34,4465.4,4390.57,4463.12
20220321,4462.4,4481.75,4424.3,4461.18
20220322,4469.1,4522.0,4469.1,4511.61
20220323,4493.1,4501.07,4455.81,4456.24
20220324,4469.98,4520.58,4465.17,4520.16
20220325,4522.91,4546.03,4501.07,4543.06
20220328,4541.09,4575.65,4517.69,4575.52
20220329,4602.86,4637.3,4589.66,4631.6
20220330,4624.2,4627.77,4581.32,4602.45
20220331,4599.02,4603.07,4530.41,4530.41
20220401,4540.32,4548.7,4507.57,4545.86
20220404,4547.97,4583.5,4539.21,4582.64
20220405,4572.45,4593.45,4514.17,4525.12
20220406,4494.17,4503.94,4450.04,4481.15
20220407,4474.65,4521.16,4450.3,4500.21
20220408,4494.15,4520.41,4474.6,4488.28
20220411,4462.64,4464.35,4408.38,4412.53
20220412,4437.59,4471.0,4381.34,4397.45
20220413,4394.3,4453.92,4392.7,4446.59
20220414,4449.12,4460.46,4390.77,4392.59
20220418,4385.63,4410.31,4370.3,4391.69
20220419,4390.63,4471.03,4390.63,4462.21
20220420,4472.26,4488.29,4448.76,4459.45
20220421,4489.17,4512.94,4384.47,4393.66
20220422,4385.83,4385.83,4267.62,4271.78
20220425,4255.34,4299.02,4200.82,4296.12
20220426,4278.14,4278.14,4175.04,4175.2
20220427,4186.52,4240.71,4162.9,4183.96
20220428,4222.58,4308.45,4188.63,4287.5
20220429,4253.75,4269.68,4124.28,4131.93
20220502,4130.61,4169.81,4062.51,4155.38
20220503,4159.78,4200.1,4147.08,4175.48
20220504,4181.18,4307.66,4148.91,4300.17
20220505,4270.43,4270.43,4106.01,4146.87
20220506,4128.17,4157.69,4067.91,4123.34
20220509,4081.27,4081.27,3975.48,3991.24
20220510,4035.18,4068.82,3958.17,4001.05
20220511,3990.08,4049.09,3928.82,3935.18
20220512,3903.95,3964.8,3858.87,3930.08
20220513,3963.9,4038.88,3963.9,4023.89
20220516,4013.02,4046.46,3983.99,4008.01
20220517,4052.0,4090.72,4033.93,4088.85
20220518,4051.98,4051.98,3911.91,3923.68
20220519,3899.0,3945.96,3876.58,3900.79
20220520,3927.76,3943.42,3810.32,3901.36
20220523,3919.42,3981.88,3909.04,3973.75
20220524,3942.94,3955.68,3875.13,3941.48
20220525,3929.59,3999.33,3925.03,3978.73
20220526,3984.6,4075.14,3984.6,4057.84
20220527,4077.43,4158.49,4077.43,4158.24
20220531,4151.09,4168.34,4104.88,4132.15
20220601,4149.78,4166.54,4073.85,4101.23
20220602,4095.41,4177.51,4074.37,4176.82
20220603,4137.57,4142.67,4098.67,4108.54
20220606,4134.72,4168.78,4109.18,4121.43
20220607,4096.47,4164.86,4080.19,4160.68
20220608,4147.12,4160.14,4107.2,4115.77
20220609,4101.65,4119.1,4017.17,4017.82
20220610,3974.39,3974.39,3900.16,3900.86
20220613,3838.15,3838.15,3734.3,3749.63
20220614,3763.52,3778.18,3705.68,3735.48
20220615,3764.05,3837.56,3722.3,3789.99
20220616,3728.18,3728.18,3639.77,3666.77
20220617,3665.9,3707.71,3636.87,3674.84
20220621,3715.31,3779.65,3715.31,3764.79
20220622,3733.89,3801.79,3717.69,3759.89
20220623,3774.71,3802.58,3743.52,3795.73
20220624,3821.75,3913.65,3821.75,3911.74
20220627,3920.76,3927.72,3889.66,3900.11
20220628,3913.0,3945.86,3820.14,3821.55
20220629,3825.09,3836.5,3799.02,3818.83
20220630,3785.99,3818.99,3738.67,3785.38
20220701,3781.0,3829.82,3752.1,3825.33
20220705,3792.61,3832.19,3742.06,3831.39
20220706,3831.98,3870.91,3809.37,3845.08
20220707,3858.85,3910.63,3858.85,3902.62
20220708,3888.26,3918.5,3869.34,3899.38
20220711,3880.94,3880.94,3847.22,3854.43
20220712,3851.95,3873.41,3802.36,3818.8
20220713,3779.67,3829.44,3759.07,3801.78
20220714,3763.99,3796.41,3721.56,3790.38
20220715,3818.0,3863.62,3817.18,3863.16
20220718,3883.79,3902.44,3818.63,3830.85
20220719,3860.73,3939.81,3860.73,3936.69
20220720,3935.32,3974.13,3922.03,3959.9
20220721,3955.47,3999.29,3927.64,3998.95
20220722,3998.43,4012.44,3938.86,3961.63
20220725,3965.72,3975.3,3943.46,3966.84
20220726,3953.22,3953.22,3910.74,3921.05
20220727,3951.43,4039.56,3951.43,4023.61
20220728,4026.13,4078.95,3992.97,4072.43
20220729,4087.33,4140.15,4079.22,4130.29
20220801,4112.38,4144.95,4096.02,4118.63
20220802,4104.21,4140.47,4079.81,4091.19
20220803,4107.96,4167.66,4107.96,4155.17
20220804,4154.85,4161.29,4135.42,4151.94
20220805,4115.87,4151.58,4107.31,4145.19
20220808,4155.93,4186.62,4128.97,4140.06
20220809,4133.11,4137.3,4112.09,4122.47
20220810,4181.02,4211.03,4177.26,4210.24
20220811,4227.4,4257.91,4201.41,4207.27
20220812,4225.02,4280.47,4219.78,4280.15
20220815,4269.37,4301.79,4256.9,4297.14
20220816,4290.46,4325.28,4277.77,4305.2
20220817,4280.4,4302.18,4253.08,4274.04
20220818,4273.13,4292.53,4261.98,4283.74
20220819,4266.31,4266.31,4218.7,4228.48
20220822,4195.08,4195.08,4129.86,4137.99
20220823,4133.09,4159.77,4124.03,4128.73
20220824,4126.55,4156.56,4119.97,4140.77
20220825,4153.26,4200.54,4147.59,4199.12
20220826,4198.74,4203.04,4057.66,4057.66
20220829,4034.58,4062.99,4017.42,4030.61
20220830,4041.25,4044.98,3965.21,3986.16
20220831,4000.67,4015.37,3954.53,3955.0
20220901,3936.73,3970.23,3903.65,3966.85
20220902,3994.66,4018.43,3906.21,3924.26
20220906,3930.89,3942.55,3886.75,3908.19
20220907,3909.43,3987.89,3906.03,3979.87
20220908,3959.94,4010.5,3944.81,4006.18
20220909,4022.94,4076.81,4022.94,4067.36
20220912,4083.67,4119.28,4083.67,4110.41
20220913,4037.12,4037.12,3921.28,3932.69
20220914,3940.73,3961.94,3912.18,3946.01
20220915,3932.41,3959.14,3888.28,3901.35
20220916,3880.95,3880.95,3837.08,3873.33
20220919,3849.91,3900.45,3838.5,3899.89
20220920,3875.23,3876.01,3827.54,3855.93
20220921,3871.4,3907.07,3789.49,3789.93
20220922,3782.36,3790.9,3749.45,3757.99
20220923,3727.14,3727.14,3647.47,3693.23
20220926,3682.72,3715.67,3644.76,3655.04
20220927,3686.44,3717.53,3623.29,3647.29
20220928,3651.94,3736.74,3640.61,3719.04
20220929,3687.01,3687.01,3610.4,3640.47
20220930,3633.48,3671.44,3584.13,3585.62
20221003,3609.78,3698.35,3604.93,3678.43
20221004,3726.46,3791.92,3726.46,3790.93
20221005,3753.25,3806.91,3722.66,3783.28
20221006,3771.97,3797.93,3739.22,3744.52
20221007,3706.74,3706.74,3620.73,3639.66
20221010,3647.51,3652.17,3588.1,3612.39
20221011,3595.86,3640.66,3568.45,3588.84
20221012,3590.83,3608.34,3573.86,3577.03
20221013,3520.37,3685.41,3491.58,3669.91
20221014,3690.41,3712.0,3579.68,3583.07
20221017,3638.65,3689.73,3638.65,3677.95
20221018,3746.26,3762.79,3686.53,3719.98
20221019,3703.11,3728.58,3666.51,3695.16
20221020,3689.05,3736.0,3656.44,3665.78
20221021,3657.1,3757.89,3647.42,3752.75
20221024,3762.01,3810.74,3741.65,3797.34
20221025,3799.44,3862.85,3799.44,3859.11
20221026,3825.97,3886.15,3824.07,3830.6
20221027,3834.69,3859.95,3803.79,3807.3
20221028,3808.26,3905.42,3808.26,3901.06
20221031,3881.85,3893.73,3863.18,3871.98
20221101,3901.79,3911.79,3843.8,3856.1
20221102,3852.9,3894.44,3758.68,3759.69
20221103,3733.25,3750.59,3698.15,3719.89
20221104,3766.98,3796.34,3708.84,3770.55
20221107,3780.71,3813.95,3764.7,3806.8
20221108,3817.02,3859.4,3786.28,3828.11
20221109,3810.94,3818.2,3744.22,3748.57
20221110,3859.89,3958.33,3859.89,3956.37
20221111,3963.72,4001.48,3944.82,3992.93
20221114,3977.97,4008.97,3956.4,3957.25
20221115,4006.41,4028.84,3953.17,3991.73
20221116,3976.82,3983.09,3954.34,3958.79
20221117,3919.26,3954.33,3906.54,3946.56
20221118,3966.39,3979.89,3935.98,3965.34
20221121,3956.23,3962.0,3933.34,3949.94
20221122,3965.51,4005.88,3956.88,4003.58
20221123,4000.3,4033.78,3998.66,4027.26
20221125,4023.34,4034.02,4020.76,4026.12
20221128,4005.36,4012.27,3955.77,3963.94
20221129,3964.19,3976.77,3937.65,3957.63
20221130,3957.18,4080.11,3938.58,4080.11
20221201,4087.14,4100.51,4050.87,4076.57
20221202,4040.17,4080.48,4026.63,4071.7
20221205,4052.02,4052.45,3984.49,3998.84
20221206,3996.63,4001.51,3918.39,3941.26
